fetched_ts_utc,game_date_et,lumify_event_id,event_name,starts_at_utc,captured_at,game_pk,metric,value
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,spread.home.handle_pct,0.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,spread.away.bets_pct,0.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,spread.away.handle_pct,0.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,total.over.bets_pct,90.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,total.over.handle_pct,91.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,total.over.line,8.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,total.under.bets_pct,10.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,total.under.handle_pct,9.0
2026-08-01T17:10:54Z,2026-08-01,10806,Minnesota Twins @ Seattle Mariners,2026-08-01T02:10:00Z,2026-08-01T02:05:17Z,823109,total.under.line,8.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,moneyline.home.bets_pct,61.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,moneyline.home.handle_pct,82.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,moneyline.away.bets_pct,39.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,moneyline.away.handle_pct,18.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,spread.home.bets_pct,78.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,spread.home.handle_pct,76.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,spread.away.bets_pct,22.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,spread.away.handle_pct,24.0
