snapshot_ts_utc,snapshot_label,odds_event_id,game_pk,game_date_et,commence_time_utc,home_team,away_team,bookmaker,market,outcome,point,price_american,price_decimal
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,fanduel,spreads,Houston Astros,-5.5,148,2.48
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,fanduel,spreads,Texas Rangers,5.5,-200,1.5
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,fanduel,totals,Over,10.5,100,2.0
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,fanduel,totals,Under,10.5,-132,1.7576
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,mybookieag,spreads,Houston Astros,-5.5,165,2.65
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,mybookieag,spreads,Texas Rangers,5.5,-250,1.4
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,mybookieag,totals,Over,10.0,-143,1.6993
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,mybookieag,totals,Under,10.0,105,2.05
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betmgm,h2h,Houston Astros,,-10000,1.01
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betmgm,h2h,Texas Rangers,,3300,34.0
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betmgm,spreads,Houston Astros,-5.5,135,2.35
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betmgm,spreads,Texas Rangers,5.5,-175,1.5714
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betmgm,totals,Over,10.5,-102,1.9804
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betmgm,totals,Under,10.5,-125,1.8
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,draftkings,spreads,Houston Astros,-5.5,156,2.56
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,draftkings,spreads,Texas Rangers,5.5,-206,1.4854
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,draftkings,totals,Over,10.5,102,2.02
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,draftkings,totals,Under,10.5,-132,1.7576
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,bovada,spreads,Houston Astros,-5.5,175,2.75
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,bovada,spreads,Texas Rangers,5.5,-230,1.4348
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,bovada,totals,Over,10.5,105,2.05
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,bovada,totals,Under,10.5,-135,1.7407
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betrivers,spreads,Houston Astros,-5.0,-155,1.6452
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betrivers,spreads,Texas Rangers,5.0,112,2.12
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betrivers,totals,Over,10.5,100,2.0
2026-08-01T02:50:00Z,open,84ba20fe8604de6c1825c09817cc4123,824164.0,2026-07-31,2026-08-01T00:16:00Z,Houston Astros,Texas Rangers,betrivers,totals,Under,10.5,-137,1.7299
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,fanduel,h2h,Los Angeles Angels,,1000,11.0
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,fanduel,h2h,Milwaukee Brewers,,-1300,1.0769
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,fanduel,spreads,Los Angeles Angels,4.5,-136,1.7353
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,fanduel,spreads,Milwaukee Brewers,-4.5,102,2.02
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,fanduel,totals,Over,7.5,-144,1.6944
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,fanduel,totals,Under,7.5,108,2.08
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,mybookieag,h2h,Los Angeles Angels,,575,6.75
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,mybookieag,h2h,Milwaukee Brewers,,-1000,1.1
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,mybookieag,spreads,Los Angeles Angels,3.5,-111,1.9009
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,mybookieag,spreads,Milwaukee Brewers,-3.5,-125,1.8
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,mybookieag,totals,Over,7.5,-125,1.8
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,mybookieag,totals,Under,7.5,-111,1.9009
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betmgm,h2h,Los Angeles Angels,,750,8.5
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betmgm,h2h,Milwaukee Brewers,,-1400,1.0714
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betmgm,spreads,Los Angeles Angels,4.5,-150,1.6667
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betmgm,spreads,Milwaukee Brewers,-4.5,115,2.15
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betmgm,totals,Over,7.5,-135,1.7407
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betmgm,totals,Under,7.5,105,2.05
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,draftkings,h2h,Los Angeles Angels,,930,10.3
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,draftkings,h2h,Milwaukee Brewers,,-3000,1.0333
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,draftkings,spreads,Los Angeles Angels,4.5,-141,1.7092
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,draftkings,spreads,Milwaukee Brewers,-4.5,108,2.08
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,draftkings,totals,Over,7.5,-134,1.7463
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,draftkings,totals,Under,7.5,103,2.03
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,bovada,h2h,Los Angeles Angels,,750,8.5
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,bovada,h2h,Milwaukee Brewers,,-1600,1.0625
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,bovada,spreads,Los Angeles Angels,4.5,-150,1.6667
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,bovada,spreads,Milwaukee Brewers,-4.5,115,2.15
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,bovada,totals,Over,7.5,-135,1.7407
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,bovada,totals,Under,7.5,105,2.05
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betrivers,h2h,Los Angeles Angels,,950,10.5
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betrivers,h2h,Milwaukee Brewers,,-5000,1.02
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betrivers,spreads,Los Angeles Angels,4.5,-125,1.8
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betrivers,spreads,Milwaukee Brewers,-4.5,-110,1.9091
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betrivers,totals,Over,8.0,-130,1.7692
2026-08-01T02:50:00Z,open,c69df1f1b8463bd572965f137748afe8,823999.0,2026-07-31,2026-08-01T01:39:00Z,Los Angeles Angels,Milwaukee Brewers,betrivers,totals,Under,8.0,-108,1.9259
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,fanduel,h2h,Athletics,,200,3.0
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,fanduel,h2h,Detroit Tigers,,-230,1.4348
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,fanduel,spreads,Athletics,2.5,-114,1.8772
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,fanduel,spreads,Detroit Tigers,-2.5,-114,1.8772
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,fanduel,totals,Over,10.5,-114,1.8772
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,fanduel,totals,Under,10.5,-114,1.8772
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,bovada,h2h,Athletics,,185,2.85
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,bovada,h2h,Detroit Tigers,,-250,1.4
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,bovada,spreads,Athletics,2.5,-145,1.6897
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,bovada,spreads,Detroit Tigers,-2.5,110,2.1
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,bovada,totals,Over,10.5,-115,1.8696
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,bovada,totals,Under,10.5,-115,1.8696
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,mybookieag,h2h,Athletics,,150,2.5
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,mybookieag,h2h,Detroit Tigers,,-200,1.5
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,mybookieag,spreads,Athletics,1.5,-118,1.8475
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,mybookieag,spreads,Detroit Tigers,-1.5,-118,1.8475
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,mybookieag,totals,Over,10.0,-111,1.9009
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,mybookieag,totals,Under,10.0,-125,1.8
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,draftkings,h2h,Athletics,,176,2.76
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,draftkings,h2h,Detroit Tigers,,-235,1.4255
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,draftkings,spreads,Athletics,1.5,-106,1.9434
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,draftkings,spreads,Detroit Tigers,-1.5,-122,1.8197
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,draftkings,totals,Over,9.5,-118,1.8475
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,draftkings,totals,Under,9.5,-110,1.9091
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betrivers,h2h,Athletics,,180,2.8
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betrivers,h2h,Detroit Tigers,,-265,1.3774
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betrivers,spreads,Athletics,2.0,-121,1.8264
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betrivers,spreads,Detroit Tigers,-2.0,-114,1.8772
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betrivers,totals,Over,10.0,-117,1.8547
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betrivers,totals,Under,10.0,-120,1.8333
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betmgm,h2h,Athletics,,165,2.65
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betmgm,h2h,Detroit Tigers,,-210,1.4762
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betmgm,spreads,Athletics,1.5,-110,1.9091
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betmgm,spreads,Detroit Tigers,-1.5,-118,1.8475
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betmgm,totals,Over,9.5,-115,1.8696
2026-08-01T02:50:00Z,open,32710e16b4824b9b77a99c532f78131f,824975.0,2026-07-31,2026-08-01T01:41:00Z,Athletics,Detroit Tigers,betmgm,totals,Under,9.5,-110,1.9091
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,fanduel,h2h,Colorado Rockies,,-650,1.1538
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,fanduel,h2h,Kansas City Royals,,500,6.0
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,fanduel,spreads,Colorado Rockies,-2.5,-120,1.8333
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,fanduel,spreads,Kansas City Royals,2.5,-110,1.9091
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,fanduel,totals,Over,7.5,104,2.04
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,fanduel,totals,Under,7.5,-138,1.7246
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,mybookieag,h2h,Colorado Rockies,,-714,1.1401
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,mybookieag,h2h,Kansas City Royals,,450,5.5
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,mybookieag,spreads,Colorado Rockies,-3.5,115,2.15
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,mybookieag,spreads,Kansas City Royals,3.5,-154,1.6494
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,mybookieag,totals,Over,8.0,-111,1.9009
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,mybookieag,totals,Under,8.0,-118,1.8475
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,betmgm,h2h,Colorado Rockies,,-700,1.1429
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,betmgm,h2h,Kansas City Royals,,475,5.75
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,betmgm,spreads,Colorado Rockies,-2.5,-120,1.8333
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,betmgm,spreads,Kansas City Royals,2.5,-105,1.9524
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,betmgm,totals,Over,7.5,105,2.05
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,betmgm,totals,Under,7.5,-135,1.7407
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,draftkings,h2h,Colorado Rockies,,-670,1.1493
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,draftkings,h2h,Kansas City Royals,,415,5.15
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,draftkings,spreads,Colorado Rockies,-2.5,-109,1.9174
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,draftkings,spreads,Kansas City Royals,2.5,-119,1.8403
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,draftkings,totals,Over,7.5,101,2.01
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,draftkings,totals,Under,7.5,-132,1.7576
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,bovada,h2h,Colorado Rockies,,-900,1.1111
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,bovada,h2h,Kansas City Royals,,500,6.0
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,bovada,spreads,Colorado Rockies,-2.5,-125,1.8
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,bovada,spreads,Kansas City Royals,2.5,-105,1.9524
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,bovada,totals,Over,7.5,105,2.05
2026-08-01T02:50:00Z,open,46f25bf1fcef5be6217eb3f4f200efc7,824325.0,2026-07-31,2026-08-01T01:41:00Z,Colorado Rockies,Kansas City Royals,bovada,totals,Under,7.5,-135,1.7407
