season,game_date_et,game_pk,start_utc,game_type,doubleheader,game_number,home_team_id,away_team_id,home_team,away_team
2017,2017-04-02,490106,2017-04-02 17:10:00+00:00,R,N,1,139,147,Tampa Bay Rays,New York Yankees
2017,2017-04-02,490110,2017-04-02 20:10:00+00:00,R,N,1,109,137,Arizona Diamondbacks,San Francisco Giants
2017,2017-04-02,490099,2017-04-03 00:35:00+00:00,R,N,1,138,112,St. Louis Cardinals,Chicago Cubs
2017,2017-04-03,490105,2017-04-03 17:05:00+00:00,R,N,1,120,146,Washington Nationals,Miami Marlins
2017,2017-04-03,490098,2017-04-03 17:10:00+00:00,R,N,1,121,144,New York Mets,Atlanta Braves
2017,2017-04-03,490108,2017-04-03 18:05:00+00:00,R,N,1,111,134,Boston Red Sox,Pittsburgh Pirates
2017,2017-04-03,490101,2017-04-03 18:10:00+00:00,R,N,1,158,115,Milwaukee Brewers,Colorado Rockies
2017,2017-04-03,490112,2017-04-03 19:05:00+00:00,R,N,1,110,141,Baltimore Orioles,Toronto Blue Jays
2017,2017-04-03,490109,2017-04-03 20:10:00+00:00,R,N,1,119,135,Los Angeles Dodgers,San Diego Padres
2017,2017-04-03,490103,2017-04-03 20:10:00+00:00,R,N,1,142,118,Minnesota Twins,Kansas City Royals
2017,2017-04-03,490107,2017-04-03 20:10:00+00:00,R,N,1,113,143,Cincinnati Reds,Philadelphia Phillies
2017,2017-04-03,490100,2017-04-03 23:05:00+00:00,R,N,1,140,114,Texas Rangers,Cleveland Indians
2017,2017-04-03,490111,2017-04-04 00:10:00+00:00,R,N,1,117,136,Houston Astros,Seattle Mariners
2017,2017-04-03,490104,2017-04-04 02:05:00+00:00,R,N,1,133,108,Oakland Athletics,Los Angeles Angels
2017,2017-04-04,490102,2017-04-03 20:10:00+00:00,R,N,1,145,116,Chicago White Sox,Detroit Tigers
2017,2017-04-04,490102,2017-04-04 18:10:00+00:00,R,N,1,145,116,Chicago White Sox,Detroit Tigers
2017,2017-04-04,490116,2017-04-04 23:10:00+00:00,R,N,1,139,147,Tampa Bay Rays,New York Yankees
2017,2017-04-04,490114,2017-04-04 23:40:00+00:00,R,N,1,158,115,Milwaukee Brewers,Colorado Rockies
2017,2017-04-04,490113,2017-04-05 00:05:00+00:00,R,N,1,140,114,Texas Rangers,Cleveland Indians
2017,2017-04-04,490119,2017-04-05 00:10:00+00:00,R,N,1,117,136,Houston Astros,Seattle Mariners
2017,2017-04-04,490136,2017-04-05 00:15:00+00:00,R,N,1,138,112,St. Louis Cardinals,Chicago Cubs
2017,2017-04-04,490118,2017-04-05 01:40:00+00:00,R,N,1,109,137,Arizona Diamondbacks,San Francisco Giants
2017,2017-04-04,490115,2017-04-05 02:05:00+00:00,R,N,1,133,108,Oakland Athletics,Los Angeles Angels
2017,2017-04-04,490117,2017-04-05 02:10:00+00:00,R,N,1,119,135,Los Angeles Dodgers,San Diego Padres
2017,2017-04-05,490125,2017-04-05 17:10:00+00:00,R,N,1,142,118,Minnesota Twins,Kansas City Royals
2017,2017-04-05,490134,2017-04-05 23:05:00+00:00,R,N,1,110,141,Baltimore Orioles,Toronto Blue Jays
2017,2017-04-05,490127,2017-04-05 23:05:00+00:00,R,N,1,120,146,Washington Nationals,Miami Marlins
2017,2017-04-05,490130,2017-04-05 23:10:00+00:00,R,N,1,111,134,Boston Red Sox,Pittsburgh Pirates
2017,2017-04-05,490129,2017-04-05 23:10:00+00:00,R,N,1,113,143,Cincinnati Reds,Philadelphia Phillies
2017,2017-04-05,490120,2017-04-05 23:10:00+00:00,R,N,1,121,144,New York Mets,Atlanta Braves
2017,2017-04-05,490128,2017-04-05 23:10:00+00:00,R,N,1,139,147,Tampa Bay Rays,New York Yankees
2017,2017-04-05,490122,2017-04-06 00:05:00+00:00,R,N,1,140,114,Texas Rangers,Cleveland Indians
2017,2017-04-05,490133,2017-04-06 00:10:00+00:00,R,N,1,117,136,Houston Astros,Seattle Mariners
2017,2017-04-05,490123,2017-04-06 00:10:00+00:00,R,N,1,158,115,Milwaukee Brewers,Colorado Rockies
2017,2017-04-05,490132,2017-04-06 01:40:00+00:00,R,N,1,109,137,Arizona Diamondbacks,San Francisco Giants
2017,2017-04-05,490126,2017-04-06 02:05:00+00:00,R,N,1,133,108,Oakland Athletics,Los Angeles Angels
2017,2017-04-05,490131,2017-04-06 02:10:00+00:00,R,N,1,119,135,Los Angeles Dodgers,San Diego Padres
2017,2017-04-06,490121,2017-04-05 17:45:00+00:00,R,N,1,138,112,St. Louis Cardinals,Chicago Cubs
2017,2017-05-27,490124,2017-04-05 18:10:00+00:00,R,N,1,145,116,Chicago White Sox,Detroit Tigers
2017,2017-04-06,490142,2017-04-06 16:35:00+00:00,R,N,1,113,143,Cincinnati Reds,Philadelphia Phillies
2017,2017-04-06,490139,2017-04-06 17:10:00+00:00,R,N,1,142,118,Minnesota Twins,Kansas City Royals
2017,2017-04-06,490137,2017-04-06 17:40:00+00:00,R,N,1,158,115,Milwaukee Brewers,Colorado Rockies
2017,2017-04-06,490121,2017-04-06 17:45:00+00:00,R,N,1,138,112,St. Louis Cardinals,Chicago Cubs
2017,2017-04-06,490138,2017-04-06 18:10:00+00:00,R,N,1,145,116,Chicago White Sox,Detroit Tigers
2017,2017-04-06,490144,2017-04-06 19:10:00+00:00,R,N,1,119,135,Los Angeles Dodgers,San Diego Padres
2017,2017-04-06,490140,2017-04-06 19:35:00+00:00,R,N,1,133,108,Oakland Athletics,Los Angeles Angels
2017,2017-04-06,490141,2017-04-06 20:05:00+00:00,R,N,1,120,146,Washington Nationals,Miami Marlins
2017,2017-04-06,490147,2017-04-06 23:10:00+00:00,R,N,1,139,141,Tampa Bay Rays,Toronto Blue Jays
2017,2017-04-06,490135,2017-04-06 23:10:00+00:00,R,N,1,121,144,New York Mets,Atlanta Braves
2017,2017-04-06,490146,2017-04-07 00:10:00+00:00,R,N,1,117,136,Houston Astros,Seattle Mariners
2017,2017-04-06,490145,2017-04-07 01:40:00+00:00,R,N,1,109,137,Arizona Diamondbacks,San Francisco Giants
2017,2017-04-13,490143,2017-04-06 17:35:00+00:00,R,N,1,111,134,Boston Red Sox,Pittsburgh Pirates
