config_id,day_map,min_move_cents,evenly_matched_max_abs_ml,heavy_fav_abs_ml,split,n_bets,wins,losses,pushes,profit,roi
PPVPVV-m10-e130-h300,PPVPVV,10,130,300,train,7625,3690,3935,0,-29853.96,-3.92
PPVPVV-m10-e130-h300,PPVPVV,10,130,300,valid,1259,612,647,0,-3141.84,-2.5
PPVPVV-m10-e140-h200,PPVPVV,10,140,200,train,7625,3660,3965,0,-27657.66,-3.63
PPVPVV-m10-e140-h200,PPVPVV,10,140,200,valid,1259,595,664,0,-5379.1,-4.27
PPVPVV-m10-e140-h250,PPVPVV,10,140,250,train,7625,3660,3965,0,-27657.66,-3.63
PPVPVV-m10-e140-h250,PPVPVV,10,140,250,valid,1259,595,664,0,-5379.1,-4.27
PPVPVV-m10-e140-h300,PPVPVV,10,140,300,train,7625,3660,3965,0,-27657.66,-3.63
PPVPVV-m10-e140-h300,PPVPVV,10,140,300,valid,1259,595,664,0,-5379.1,-4.27
PPVPVV-m15-e120-h200,PPVPVV,15,120,200,train,5453,2653,2800,0,-25318.55,-4.64
PPVPVV-m15-e120-h200,PPVPVV,15,120,200,valid,905,444,461,0,-2658.29,-2.94
PPVPVV-m15-e120-h250,PPVPVV,15,120,250,train,5453,2653,2800,0,-25318.55,-4.64
PPVPVV-m15-e120-h250,PPVPVV,15,120,250,valid,905,444,461,0,-2658.29,-2.94
PPVPVV-m15-e120-h300,PPVPVV,15,120,300,train,5453,2653,2800,0,-25318.55,-4.64
PPVPVV-m15-e120-h300,PPVPVV,15,120,300,valid,905,444,461,0,-2658.29,-2.94
PPVPVV-m15-e130-h200,PPVPVV,15,130,200,train,5453,2626,2827,0,-25483.8,-4.67
PPVPVV-m15-e130-h200,PPVPVV,15,130,200,valid,905,444,461,0,-1738.77,-1.92
PPVPVV-m15-e130-h250,PPVPVV,15,130,250,train,5453,2626,2827,0,-25483.8,-4.67
PPVPVV-m15-e130-h250,PPVPVV,15,130,250,valid,905,444,461,0,-1738.77,-1.92
PPVPVV-m15-e130-h300,PPVPVV,15,130,300,train,5453,2626,2827,0,-25483.8,-4.67
PPVPVV-m15-e130-h300,PPVPVV,15,130,300,valid,905,444,461,0,-1738.77,-1.92
PPVPVV-m15-e140-h200,PPVPVV,15,140,200,train,5453,2619,2834,0,-22003.54,-4.04
PPVPVV-m15-e140-h200,PPVPVV,15,140,200,valid,905,435,470,0,-2784.18,-3.08
PPVPVV-m15-e140-h250,PPVPVV,15,140,250,train,5453,2619,2834,0,-22003.54,-4.04
PPVPVV-m15-e140-h250,PPVPVV,15,140,250,valid,905,435,470,0,-2784.18,-3.08
PPVPVV-m15-e140-h300,PPVPVV,15,140,300,train,5453,2619,2834,0,-22003.54,-4.04
PPVPVV-m15-e140-h300,PPVPVV,15,140,300,valid,905,435,470,0,-2784.18,-3.08
PPVPVV-m20-e120-h200,PPVPVV,20,120,200,train,3925,1894,2031,0,-22914.09,-5.84
PPVPVV-m20-e120-h200,PPVPVV,20,120,200,valid,663,337,326,0,-39.17,-0.06
PPVPVV-m20-e120-h250,PPVPVV,20,120,250,train,3925,1894,2031,0,-22914.09,-5.84
PPVPVV-m20-e120-h250,PPVPVV,20,120,250,valid,663,337,326,0,-39.17,-0.06
PPVPVV-m20-e120-h300,PPVPVV,20,120,300,train,3925,1894,2031,0,-22914.09,-5.84
PPVPVV-m20-e120-h300,PPVPVV,20,120,300,valid,663,337,326,0,-39.17,-0.06
PPVPVV-m20-e130-h200,PPVPVV,20,130,200,train,3925,1887,2038,0,-21255.77,-5.42
PPVPVV-m20-e130-h200,PPVPVV,20,130,200,valid,663,332,331,0,-565.31,-0.85
PPVPVV-m20-e130-h250,PPVPVV,20,130,250,train,3925,1887,2038,0,-21255.77,-5.42
PPVPVV-m20-e130-h250,PPVPVV,20,130,250,valid,663,332,331,0,-565.31,-0.85
PPVPVV-m20-e130-h300,PPVPVV,20,130,300,train,3925,1887,2038,0,-21255.77,-5.42
PPVPVV-m20-e130-h300,PPVPVV,20,130,300,valid,663,332,331,0,-565.31,-0.85
PPVPVV-m20-e140-h200,PPVPVV,20,140,200,train,3925,1878,2047,0,-19806.85,-5.05
PPVPVV-m20-e140-h200,PPVPVV,20,140,200,valid,663,323,340,0,-1770.26,-2.67
PPVPVV-m20-e140-h250,PPVPVV,20,140,250,train,3925,1878,2047,0,-19806.85,-5.05
PPVPVV-m20-e140-h250,PPVPVV,20,140,250,valid,663,323,340,0,-1770.26,-2.67
PPVPVV-m20-e140-h300,PPVPVV,20,140,300,train,3925,1878,2047,0,-19806.85,-5.05
PPVPVV-m20-e140-h300,PPVPVV,20,140,300,valid,663,323,340,0,-1770.26,-2.67
PPVVPP-m5-e120-h200,PPVVPP,5,120,200,train,10110,5292,4818,0,-28854.66,-2.85
PPVVPP-m5-e120-h200,PPVVPP,5,120,200,valid,1699,864,835,0,-11387.99,-6.7
PPVVPP-m5-e120-h250,PPVVPP,5,120,250,train,10110,5292,4818,0,-28854.66,-2.85
PPVVPP-m5-e120-h250,PPVVPP,5,120,250,valid,1699,864,835,0,-11387.99,-6.7
PPVVPP-m5-e120-h300,PPVVPP,5,120,300,train,10110,5292,4818,0,-28854.66,-2.85
PPVVPP-m5-e120-h300,PPVVPP,5,120,300,valid,1699,864,835,0,-11387.99,-6.7
PPVVPP-m5-e130-h200,PPVVPP,5,130,200,train,10110,5207,4903,0,-29608.88,-2.93
PPVVPP-m5-e130-h200,PPVVPP,5,130,200,valid,1699,851,848,0,-11325.86,-6.67
PPVVPP-m5-e130-h250,PPVVPP,5,130,250,train,10110,5207,4903,0,-29608.88,-2.93
PPVVPP-m5-e130-h250,PPVVPP,5,130,250,valid,1699,851,848,0,-11325.86,-6.67
PPVVPP-m5-e130-h300,PPVVPP,5,130,300,train,10110,5207,4903,0,-29608.88,-2.93
PPVVPP-m5-e130-h300,PPVVPP,5,130,300,valid,1699,851,848,0,-11325.86,-6.67
PPVVPP-m5-e140-h200,PPVVPP,5,140,200,train,10110,5144,4966,0,-26034.27,-2.58
PPVVPP-m5-e140-h200,PPVVPP,5,140,200,valid,1699,844,855,0,-10019.79,-5.9
PPVVPP-m5-e140-h250,PPVVPP,5,140,250,train,10110,5144,4966,0,-26034.27,-2.58
PPVVPP-m5-e140-h250,PPVVPP,5,140,250,valid,1699,844,855,0,-10019.79,-5.9
PPVVPP-m5-e140-h300,PPVVPP,5,140,300,train,10110,5144,4966,0,-26034.27,-2.58
PPVVPP-m5-e140-h300,PPVVPP,5,140,300,valid,1699,844,855,0,-10019.79,-5.9
PPVVPP-m10-e120-h200,PPVVPP,10,120,200,train,7625,4018,3607,0,-21994.08,-2.88
PPVVPP-m10-e120-h200,PPVVPP,10,120,200,valid,1259,653,606,0,-6478.56,-5.15
PPVVPP-m10-e120-h250,PPVVPP,10,120,250,train,7625,4018,3607,0,-21994.08,-2.88
PPVVPP-m10-e120-h250,PPVVPP,10,120,250,valid,1259,653,606,0,-6478.56,-5.15
PPVVPP-m10-e120-h300,PPVVPP,10,120,300,train,7625,4018,3607,0,-21994.08,-2.88
PPVVPP-m10-e120-h300,PPVVPP,10,120,300,valid,1259,653,606,0,-6478.56,-5.15
PPVVPP-m10-e130-h200,PPVVPP,10,130,200,train,7625,3972,3653,0,-19448.54,-2.55
PPVVPP-m10-e130-h200,PPVVPP,10,130,200,valid,1259,648,611,0,-5640.88,-4.48
PPVVPP-m10-e130-h250,PPVVPP,10,130,250,train,7625,3972,3653,0,-19448.54,-2.55
PPVVPP-m10-e130-h250,PPVVPP,10,130,250,valid,1259,648,611,0,-5640.88,-4.48
PPVVPP-m10-e130-h300,PPVVPP,10,130,300,train,7625,3972,3653,0,-19448.54,-2.55
PPVVPP-m10-e130-h300,PPVVPP,10,130,300,valid,1259,648,611,0,-5640.88,-4.48
PPVVPP-m10-e140-h200,PPVVPP,10,140,200,train,7625,3930,3695,0,-16444.02,-2.16
PPVVPP-m10-e140-h200,PPVVPP,10,140,200,valid,1259,635,624,0,-6425.45,-5.1
PPVVPP-m10-e140-h250,PPVVPP,10,140,250,train,7625,3930,3695,0,-16444.02,-2.16
PPVVPP-m10-e140-h250,PPVVPP,10,140,250,valid,1259,635,624,0,-6425.45,-5.1
PPVVPP-m10-e140-h300,PPVVPP,10,140,300,train,7625,3930,3695,0,-16444.02,-2.16
PPVVPP-m10-e140-h300,PPVVPP,10,140,300,valid,1259,635,624,0,-6425.45,-5.1
PPVVPP-m15-e120-h200,PPVVPP,15,120,200,train,5453,2873,2580,0,-18795.72,-3.45
PPVVPP-m15-e120-h200,PPVVPP,15,120,200,valid,905,475,430,0,-4524.4,-5.0
PPVVPP-m15-e120-h250,PPVVPP,15,120,250,train,5453,2873,2580,0,-18795.72,-3.45
PPVVPP-m15-e120-h250,PPVVPP,15,120,250,valid,905,475,430,0,-4524.4,-5.0
PPVVPP-m15-e120-h300,PPVVPP,15,120,300,train,5453,2873,2580,0,-18795.72,-3.45
PPVVPP-m15-e120-h300,PPVVPP,15,120,300,valid,905,475,430,0,-4524.4,-5.0
PPVVPP-m15-e130-h200,PPVVPP,15,130,200,train,5453,2853,2600,0,-15388.1,-2.82
PPVVPP-m15-e130-h200,PPVVPP,15,130,200,valid,905,469,436,0,-4373.28,-4.83
PPVVPP-m15-e130-h250,PPVVPP,15,130,250,train,5453,2853,2600,0,-15388.1,-2.82
PPVVPP-m15-e130-h250,PPVVPP,15,130,250,valid,905,469,436,0,-4373.28,-4.83
PPVVPP-m15-e130-h300,PPVVPP,15,130,300,train,5453,2853,2600,0,-15388.1,-2.82
PPVVPP-m15-e130-h300,PPVVPP,15,130,300,valid,905,469,436,0,-4373.28,-4.83
PPVVPP-m15-e140-h200,PPVVPP,15,140,200,train,5453,2820,2633,0,-14605.51,-2.68
PPVVPP-m15-e140-h200,PPVVPP,15,140,200,valid,905,457,448,0,-5509.57,-6.09
PPVVPP-m15-e140-h250,PPVVPP,15,140,250,train,5453,2820,2633,0,-14605.51,-2.68
PPVVPP-m15-e140-h250,PPVVPP,15,140,250,valid,905,457,448,0,-5509.57,-6.09
PPVVPP-m15-e140-h300,PPVVPP,15,140,300,train,5453,2820,2633,0,-14605.51,-2.68
PPVVPP-m15-e140-h300,PPVVPP,15,140,300,valid,905,457,448,0,-5509.57,-6.09
PPVVPP-m20-e120-h200,PPVVPP,20,120,200,train,3925,2045,1880,0,-20274.77,-5.17
PPVVPP-m20-e120-h200,PPVVPP,20,120,200,valid,663,356,307,0,-2411.66,-3.64
PPVVPP-m20-e120-h250,PPVVPP,20,120,250,train,3925,2045,1880,0,-20274.77,-5.17
PPVVPP-m20-e120-h250,PPVVPP,20,120,250,valid,663,356,307,0,-2411.66,-3.64
PPVVPP-m20-e120-h300,PPVVPP,20,120,300,train,3925,2045,1880,0,-20274.77,-5.17
PPVVPP-m20-e120-h300,PPVVPP,20,120,300,valid,663,356,307,0,-2411.66,-3.64
PPVVPP-m20-e130-h200,PPVVPP,20,130,200,train,3925,2044,1881,0,-15990.98,-4.07
PPVVPP-m20-e130-h200,PPVVPP,20,130,200,valid,663,351,312,0,-2705.22,-4.08
PPVVPP-m20-e130-h250,PPVVPP,20,130,250,train,3925,2044,1881,0,-15990.98,-4.07
PPVVPP-m20-e130-h250,PPVVPP,20,130,250,valid,663,351,312,0,-2705.22,-4.08
PPVVPP-m20-e130-h300,PPVVPP,20,130,300,train,3925,2044,1881,0,-15990.98,-4.07
PPVVPP-m20-e130-h300,PPVVPP,20,130,300,valid,663,351,312,0,-2705.22,-4.08
PPVVPP-m20-e140-h200,PPVVPP,20,140,200,train,3925,2017,1908,0,-16559.81,-4.22
PPVVPP-m20-e140-h200,PPVVPP,20,140,200,valid,663,344,319,0,-3187.25,-4.81
PPVVPP-m20-e140-h250,PPVVPP,20,140,250,train,3925,2017,1908,0,-16559.81,-4.22
PPVVPP-m20-e140-h250,PPVVPP,20,140,250,valid,663,344,319,0,-3187.25,-4.81
PPVVPP-m20-e140-h300,PPVVPP,20,140,300,train,3925,2017,1908,0,-16559.81,-4.22
PPVVPP-m20-e140-h300,PPVVPP,20,140,300,valid,663,344,319,0,-3187.25,-4.81
PPVVPV-m5-e120-h200,PPVVPV,5,120,200,train,10110,4976,5134,0,-32655.54,-3.23
PPVVPV-m5-e120-h200,PPVVPV,5,120,200,valid,1699,811,888,0,-9688.93,-5.7
PPVVPV-m5-e120-h250,PPVVPV,5,120,250,train,10110,4976,5134,0,-32655.54,-3.23
PPVVPV-m5-e120-h250,PPVVPV,5,120,250,valid,1699,811,888,0,-9688.93,-5.7
PPVVPV-m5-e120-h300,PPVVPV,5,120,300,train,10110,4976,5134,0,-32655.54,-3.23
PPVVPV-m5-e120-h300,PPVVPV,5,120,300,valid,1699,811,888,0,-9688.93,-5.7
PPVVPV-m5-e130-h200,PPVVPV,5,130,200,train,10110,4909,5201,0,-34200.8,-3.38
PPVVPV-m5-e130-h200,PPVVPV,5,130,200,valid,1699,810,889,0,-8030.62,-4.73
PPVVPV-m5-e130-h250,PPVVPV,5,130,250,train,10110,4909,5201,0,-34200.8,-3.38
PPVVPV-m5-e130-h250,PPVVPV,5,130,250,valid,1699,810,889,0,-8030.62,-4.73
PPVVPV-m5-e130-h300,PPVVPV,5,130,300,train,10110,4909,5201,0,-34200.8,-3.38
PPVVPV-m5-e130-h300,PPVVPV,5,130,300,valid,1699,810,889,0,-8030.62,-4.73
PPVVPV-m5-e140-h200,PPVVPV,5,140,200,train,10110,4882,5228,0,-27981.5,-2.77
PPVVPV-m5-e140-h200,PPVVPV,5,140,200,valid,1699,802,897,0,-7688.88,-4.53
PPVVPV-m5-e140-h250,PPVVPV,5,140,250,train,10110,4882,5228,0,-27981.5,-2.77
PPVVPV-m5-e140-h250,PPVVPV,5,140,250,valid,1699,802,897,0,-7688.88,-4.53
PPVVPV-m5-e140-h300,PPVVPV,5,140,300,train,10110,4882,5228,0,-27981.5,-2.77
PPVVPV-m5-e140-h300,PPVVPV,5,140,300,valid,1699,802,897,0,-7688.88,-4.53
PPVVPV-m10-e120-h200,PPVVPV,10,120,200,train,7625,3758,3867,0,-26705.96,-3.5
PPVVPV-m10-e120-h200,PPVVPV,10,120,200,valid,1259,612,647,0,-5047.9,-4.01
PPVVPV-m10-e120-h250,PPVVPV,10,120,250,train,7625,3758,3867,0,-26705.96,-3.5
PPVVPV-m10-e120-h250,PPVVPV,10,120,250,valid,1259,612,647,0,-5047.9,-4.01
PPVVPV-m10-e120-h300,PPVVPV,10,120,300,train,7625,3758,3867,0,-26705.96,-3.5
PPVVPV-m10-e120-h300,PPVVPV,10,120,300,valid,1259,612,647,0,-5047.9,-4.01
PPVVPV-m10-e130-h200,PPVVPV,10,130,200,train,7625,3716,3909,0,-26704.55,-3.5
PPVVPV-m10-e130-h200,PPVVPV,10,130,200,valid,1259,615,644,0,-3187.58,-2.53
PPVVPV-m10-e130-h250,PPVVPV,10,130,250,train,7625,3716,3909,0,-26704.55,-3.5
PPVVPV-m10-e130-h250,PPVVPV,10,130,250,valid,1259,615,644,0,-3187.58,-2.53
PPVVPV-m10-e130-h300,PPVVPV,10,130,300,train,7625,3716,3909,0,-26704.55,-3.5
PPVVPV-m10-e130-h300,PPVVPV,10,130,300,valid,1259,615,644,0,-3187.58,-2.53
PPVVPV-m10-e140-h200,PPVVPV,10,140,200,train,7625,3698,3927,0,-22187.96,-2.91
PPVVPV-m10-e140-h200,PPVVPV,10,140,200,valid,1259,602,657,0,-4461.94,-3.54
PPVVPV-m10-e140-h250,PPVVPV,10,140,250,train,7625,3698,3927,0,-22187.96,-2.91
PPVVPV-m10-e140-h250,PPVVPV,10,140,250,valid,1259,602,657,0,-4461.94,-3.54
PPVVPV-m10-e140-h300,PPVVPV,10,140,300,train,7625,3698,3927,0,-22187.96,-2.91
PPVVPV-m10-e140-h300,PPVVPV,10,140,300,valid,1259,602,657,0,-4461.94,-3.54
PPVVPV-m15-e120-h200,PPVVPV,15,120,200,train,5453,2678,2775,0,-22854.01,-4.19
PPVVPV-m15-e120-h200,PPVVPV,15,120,200,valid,905,439,466,0,-3833.26,-4.24
PPVVPV-m15-e120-h250,PPVVPV,15,120,250,train,5453,2678,2775,0,-22854.01,-4.19
PPVVPV-m15-e120-h250,PPVVPV,15,120,250,valid,905,439,466,0,-3833.26,-4.24
PPVVPV-m15-e120-h300,PPVVPV,15,120,300,train,5453,2678,2775,0,-22854.01,-4.19
PPVVPV-m15-e120-h300,PPVVPV,15,120,300,valid,905,439,466,0,-3833.26,-4.24
PPVVPV-m15-e130-h200,PPVVPV,15,130,200,train,5453,2658,2795,0,-21495.0,-3.94
PPVVPV-m15-e130-h200,PPVVPV,15,130,200,valid,905,443,462,0,-2157.07,-2.38
PPVVPV-m15-e130-h250,PPVVPV,15,130,250,train,5453,2658,2795,0,-21495.0,-3.94
PPVVPV-m15-e130-h250,PPVVPV,15,130,250,valid,905,443,462,0,-2157.07,-2.38
PPVVPV-m15-e130-h300,PPVVPV,15,130,300,train,5453,2658,2795,0,-21495.0,-3.94
PPVVPV-m15-e130-h300,PPVVPV,15,130,300,valid,905,443,462,0,-2157.07,-2.38
PPVVPV-m15-e140-h200,PPVVPV,15,140,200,train,5453,2643,2810,0,-19528.55,-3.58
PPVVPV-m15-e140-h200,PPVVPV,15,140,200,valid,905,434,471,0,-3046.58,-3.37
PPVVPV-m15-e140-h250,PPVVPV,15,140,250,train,5453,2643,2810,0,-19528.55,-3.58
PPVVPV-m15-e140-h250,PPVVPV,15,140,250,valid,905,434,471,0,-3046.58,-3.37
PPVVPV-m15-e140-h300,PPVVPV,15,140,300,train,5453,2643,2810,0,-19528.55,-3.58
PPVVPV-m15-e140-h300,PPVVPV,15,140,300,valid,905,434,471,0,-3046.58,-3.37
PPVVPV-m20-e120-h200,PPVVPV,20,120,200,train,3925,1904,2021,0,-22577.47,-5.75
PPVVPV-m20-e120-h200,PPVVPV,20,120,200,valid,663,329,334,0,-1891.41,-2.85
PPVVPV-m20-e120-h250,PPVVPV,20,120,250,train,3925,1904,2021,0,-22577.47,-5.75
PPVVPV-m20-e120-h250,PPVVPV,20,120,250,valid,663,329,334,0,-1891.41,-2.85
PPVVPV-m20-e120-h300,PPVVPV,20,120,300,train,3925,1904,2021,0,-22577.47,-5.75
PPVVPV-m20-e120-h300,PPVVPV,20,120,300,valid,663,329,334,0,-1891.41,-2.85
PPVVPV-m20-e130-h200,PPVVPV,20,130,200,train,3925,1901,2024,0,-19936.28,-5.08
PPVVPV-m20-e130-h200,PPVVPV,20,130,200,valid,663,332,331,0,-830.19,-1.25
PPVVPV-m20-e130-h250,PPVVPV,20,130,250,train,3925,1901,2024,0,-19936.28,-5.08
PPVVPV-m20-e130-h250,PPVVPV,20,130,250,valid,663,332,331,0,-830.19,-1.25
PPVVPV-m20-e130-h300,PPVVPV,20,130,300,train,3925,1901,2024,0,-19936.28,-5.08
PPVVPV-m20-e130-h300,PPVVPV,20,130,300,valid,663,332,331,0,-830.19,-1.25
PPVVPV-m20-e140-h200,PPVVPV,20,140,200,train,3925,1886,2039,0,-19661.39,-5.01
PPVVPV-m20-e140-h200,PPVVPV,20,140,200,valid,663,325,338,0,-1586.04,-2.39
PPVVPV-m20-e140-h250,PPVVPV,20,140,250,train,3925,1886,2039,0,-19661.39,-5.01
PPVVPV-m20-e140-h250,PPVVPV,20,140,250,valid,663,325,338,0,-1586.04,-2.39
PPVVPV-m20-e140-h300,PPVVPV,20,140,300,train,3925,1886,2039,0,-19661.39,-5.01
PPVVPV-m20-e140-h300,PPVVPV,20,140,300,valid,663,325,338,0,-1586.04,-2.39
PPVVVP-m5-e120-h200,PPVVVP,5,120,200,train,10110,4989,5121,0,-27476.96,-2.72
PPVVVP-m5-e120-h200,PPVVVP,5,120,200,valid,1699,789,910,0,-14542.67,-8.56
PPVVVP-m5-e120-h250,PPVVVP,5,120,250,train,10110,4989,5121,0,-27476.96,-2.72
PPVVVP-m5-e120-h250,PPVVVP,5,120,250,valid,1699,789,910,0,-14542.67,-8.56
PPVVVP-m5-e120-h300,PPVVVP,5,120,300,train,10110,4989,5121,0,-27476.96,-2.72
PPVVVP-m5-e120-h300,PPVVVP,5,120,300,valid,1699,789,910,0,-14542.67,-8.56
PPVVVP-m5-e130-h200,PPVVVP,5,130,200,train,10110,4918,5192,0,-30178.3,-2.98
PPVVVP-m5-e130-h200,PPVVVP,5,130,200,valid,1699,778,921,0,-14828.56,-8.73
PPVVVP-m5-e130-h250,PPVVVP,5,130,250,train,10110,4918,5192,0,-30178.3,-2.98
PPVVVP-m5-e130-h250,PPVVVP,5,130,250,valid,1699,778,921,0,-14828.56,-8.73
PPVVVP-m5-e130-h300,PPVVVP,5,130,300,train,10110,4918,5192,0,-30178.3,-2.98
PPVVVP-m5-e130-h300,PPVVVP,5,130,300,valid,1699,778,921,0,-14828.56,-8.73
PPVVVP-m5-e140-h200,PPVVVP,5,140,200,train,10110,4868,5242,0,-28784.21,-2.85
PPVVVP-m5-e140-h200,PPVVVP,5,140,200,valid,1699,775,924,0,-13356.39,-7.86
PPVVVP-m5-e140-h250,PPVVVP,5,140,250,train,10110,4868,5242,0,-28784.21,-2.85
PPVVVP-m5-e140-h250,PPVVVP,5,140,250,valid,1699,775,924,0,-13356.39,-7.86
PPVVVP-m5-e140-h300,PPVVVP,5,140,300,train,10110,4868,5242,0,-28784.21,-2.85
PPVVVP-m5-e140-h300,PPVVVP,5,140,300,valid,1699,775,924,0,-13356.39,-7.86
PPVVVP-m10-e120-h200,PPVVVP,10,120,200,train,7625,3775,3850,0,-19698.63,-2.58
PPVVVP-m10-e120-h200,PPVVVP,10,120,200,valid,1259,591,668,0,-10386.89,-8.25
PPVVVP-m10-e120-h250,PPVVVP,10,120,250,train,7625,3775,3850,0,-19698.63,-2.58
PPVVVP-m10-e120-h250,PPVVVP,10,120,250,valid,1259,591,668,0,-10386.89,-8.25
PPVVVP-m10-e120-h300,PPVVVP,10,120,300,train,7625,3775,3850,0,-19698.63,-2.58
PPVVVP-m10-e120-h300,PPVVVP,10,120,300,valid,1259,591,668,0,-10386.89,-8.25
PPVVVP-m10-e130-h200,PPVVVP,10,130,200,train,7625,3733,3892,0,-19845.91,-2.6
PPVVVP-m10-e130-h200,PPVVVP,10,130,200,valid,1259,583,676,0,-10527.3,-8.36
PPVVVP-m10-e130-h250,PPVVVP,10,130,250,train,7625,3733,3892,0,-19845.91,-2.6
PPVVVP-m10-e130-h250,PPVVVP,10,130,250,valid,1259,583,676,0,-10527.3,-8.36
PPVVVP-m10-e130-h300,PPVVVP,10,130,300,train,7625,3733,3892,0,-19845.91,-2.6
PPVVVP-m10-e130-h300,PPVVVP,10,130,300,valid,1259,583,676,0,-10527.3,-8.36
PPVVVP-m10-e140-h200,PPVVVP,10,140,200,train,7625,3696,3929,0,-19212.7,-2.52
PPVVVP-m10-e140-h200,PPVVVP,10,140,200,valid,1259,576,683,0,-10636.84,-8.45
PPVVVP-m10-e140-h250,PPVVVP,10,140,250,train,7625,3696,3929,0,-19212.7,-2.52
PPVVVP-m10-e140-h250,PPVVVP,10,140,250,valid,1259,576,683,0,-10636.84,-8.45
PPVVVP-m10-e140-h300,PPVVVP,10,140,300,train,7625,3696,3929,0,-19212.7,-2.52
PPVVVP-m10-e140-h300,PPVVVP,10,140,300,valid,1259,576,683,0,-10636.84,-8.45
PPVVVP-m15-e120-h200,PPVVVP,15,120,200,train,5453,2695,2758,0,-15283.47,-2.8
PPVVVP-m15-e120-h200,PPVVVP,15,120,200,valid,905,428,477,0,-7740.4,-8.55
PPVVVP-m15-e120-h250,PPVVVP,15,120,250,train,5453,2695,2758,0,-15283.47,-2.8
PPVVVP-m15-e120-h250,PPVVVP,15,120,250,valid,905,428,477,0,-7740.4,-8.55
PPVVVP-m15-e120-h300,PPVVVP,15,120,300,train,5453,2695,2758,0,-15283.47,-2.8
PPVVVP-m15-e120-h300,PPVVVP,15,120,300,valid,905,428,477,0,-7740.4,-8.55
PPVVVP-m15-e130-h200,PPVVVP,15,130,200,train,5453,2666,2787,0,-15814.53,-2.9
PPVVVP-m15-e130-h200,PPVVVP,15,130,200,valid,905,420,485,0,-8248.21,-9.11
PPVVVP-m15-e130-h250,PPVVVP,15,130,250,train,5453,2666,2787,0,-15814.53,-2.9
PPVVVP-m15-e130-h250,PPVVVP,15,130,250,valid,905,420,485,0,-8248.21,-9.11
PPVVVP-m15-e130-h300,PPVVVP,15,130,300,train,5453,2666,2787,0,-15814.53,-2.9
PPVVVP-m15-e130-h300,PPVVVP,15,130,300,valid,905,420,485,0,-8248.21,-9.11
PPVVVP-m15-e140-h200,PPVVVP,15,140,200,train,5453,2635,2818,0,-16901.8,-3.1
PPVVVP-m15-e140-h200,PPVVVP,15,140,200,valid,905,414,491,0,-8602.73,-9.51
PPVVVP-m15-e140-h250,PPVVVP,15,140,250,train,5453,2635,2818,0,-16901.8,-3.1
PPVVVP-m15-e140-h250,PPVVVP,15,140,250,valid,905,414,491,0,-8602.73,-9.51
PPVVVP-m15-e140-h300,PPVVVP,15,140,300,train,5453,2635,2818,0,-16901.8,-3.1
PPVVVP-m15-e140-h300,PPVVVP,15,140,300,valid,905,414,491,0,-8602.73,-9.51
PPVVVP-m20-e120-h200,PPVVVP,20,120,200,train,3925,1918,2007,0,-15651.05,-3.99
PPVVVP-m20-e120-h200,PPVVVP,20,120,200,valid,663,318,345,0,-5100.92,-7.69
PPVVVP-m20-e120-h250,PPVVVP,20,120,250,train,3925,1918,2007,0,-15651.05,-3.99
PPVVVP-m20-e120-h250,PPVVVP,20,120,250,valid,663,318,345,0,-5100.92,-7.69
PPVVVP-m20-e120-h300,PPVVVP,20,120,300,train,3925,1918,2007,0,-15651.05,-3.99
PPVVVP-m20-e120-h300,PPVVVP,20,120,300,valid,663,318,345,0,-5100.92,-7.69
PPVVVP-m20-e130-h200,PPVVVP,20,130,200,train,3925,1906,2019,0,-14786.22,-3.77
PPVVVP-m20-e130-h200,PPVVVP,20,130,200,valid,663,310,353,0,-6120.66,-9.23
PPVVVP-m20-e130-h250,PPVVVP,20,130,250,train,3925,1906,2019,0,-14786.22,-3.77
PPVVVP-m20-e130-h250,PPVVVP,20,130,250,valid,663,310,353,0,-6120.66,-9.23
PPVVVP-m20-e130-h300,PPVVVP,20,130,300,train,3925,1906,2019,0,-14786.22,-3.77
PPVVVP-m20-e130-h300,PPVVVP,20,130,300,valid,663,310,353,0,-6120.66,-9.23
PPVVVP-m20-e140-h200,PPVVVP,20,140,200,train,3925,1880,2045,0,-16592.2,-4.23
PPVVVP-m20-e140-h200,PPVVVP,20,140,200,valid,663,307,356,0,-6114.12,-9.22
PPVVVP-m20-e140-h250,PPVVVP,20,140,250,train,3925,1880,2045,0,-16592.2,-4.23
PPVVVP-m20-e140-h250,PPVVVP,20,140,250,valid,663,307,356,0,-6114.12,-9.22
PPVVVP-m20-e140-h300,PPVVVP,20,140,300,train,3925,1880,2045,0,-16592.2,-4.23
PPVVVP-m20-e140-h300,PPVVVP,20,140,300,valid,663,307,356,0,-6114.12,-9.22
PPVVVV-m5-e120-h200,PPVVVV,5,120,200,train,10110,4673,5437,0,-31277.84,-3.09
PPVVVV-m5-e120-h200,PPVVVV,5,120,200,valid,1699,736,963,0,-12843.61,-7.56
PPVVVV-m5-e120-h250,PPVVVV,5,120,250,train,10110,4673,5437,0,-31277.84,-3.09
PPVVVV-m5-e120-h250,PPVVVV,5,120,250,valid,1699,736,963,0,-12843.61,-7.56
PPVVVV-m5-e120-h300,PPVVVV,5,120,300,train,10110,4673,5437,0,-31277.84,-3.09
PPVVVV-m5-e120-h300,PPVVVV,5,120,300,valid,1699,736,963,0,-12843.61,-7.56
