config_id,day_map,min_move_cents,evenly_matched_max_abs_ml,heavy_fav_abs_ml,split,n_bets,wins,losses,pushes,profit,roi
PPPVPV-m20-e120-h200,PPPVPV,20,120,200,train,3925,2056,1869,0,-10135.6,-2.58
PPPVPV-m20-e120-h200,PPPVPV,20,120,200,valid,663,345,318,0,-1819.05,-2.74
PPPVPV-m20-e120-h250,PPPVPV,20,120,250,train,3925,2056,1869,0,-10135.6,-2.58
PPPVPV-m20-e120-h250,PPPVPV,20,120,250,valid,663,345,318,0,-1819.05,-2.74
PPPVPV-m20-e120-h300,PPPVPV,20,120,300,train,3925,2056,1869,0,-10135.6,-2.58
PPPVPV-m20-e120-h300,PPPVPV,20,120,300,valid,663,345,318,0,-1819.05,-2.74
PPPVPV-m20-e130-h200,PPPVPV,20,130,200,train,3925,2043,1882,0,-8750.7,-2.23
PPPVPV-m20-e130-h200,PPPVPV,20,130,200,valid,663,345,318,0,-1139.37,-1.72
PPPVPV-m20-e130-h250,PPPVPV,20,130,250,train,3925,2043,1882,0,-8750.7,-2.23
PPPVPV-m20-e130-h250,PPPVPV,20,130,250,valid,663,345,318,0,-1139.37,-1.72
PPPVPV-m20-e130-h300,PPPVPV,20,130,300,train,3925,2043,1882,0,-8750.7,-2.23
PPPVPV-m20-e130-h300,PPPVPV,20,130,300,valid,663,345,318,0,-1139.37,-1.72
PPPVPV-m20-e140-h200,PPPVPV,20,140,200,train,3925,2008,1917,0,-11081.03,-2.82
PPPVPV-m20-e140-h200,PPPVPV,20,140,200,valid,663,336,327,0,-2188.99,-3.3
PPPVPV-m20-e140-h250,PPPVPV,20,140,250,train,3925,2008,1917,0,-11081.03,-2.82
PPPVPV-m20-e140-h250,PPPVPV,20,140,250,valid,663,336,327,0,-2188.99,-3.3
PPPVPV-m20-e140-h300,PPPVPV,20,140,300,train,3925,2008,1917,0,-11081.03,-2.82
PPPVPV-m20-e140-h300,PPPVPV,20,140,300,valid,663,336,327,0,-2188.99,-3.3
PPPVVP-m5-e120-h200,PPPVVP,5,120,200,train,10110,5211,4899,0,-22689.37,-2.24
PPPVVP-m5-e120-h200,PPPVVP,5,120,200,valid,1699,826,873,0,-14676.82,-8.64
PPPVVP-m5-e120-h250,PPPVVP,5,120,250,train,10110,5211,4899,0,-22689.37,-2.24
PPPVVP-m5-e120-h250,PPPVVP,5,120,250,valid,1699,826,873,0,-14676.82,-8.64
PPPVVP-m5-e120-h300,PPPVVP,5,120,300,train,10110,5211,4899,0,-22689.37,-2.24
PPPVVP-m5-e120-h300,PPPVVP,5,120,300,valid,1699,826,873,0,-14676.82,-8.64
PPPVVP-m5-e130-h200,PPPVVP,5,130,200,train,10110,5109,5001,0,-28630.36,-2.83
PPPVVP-m5-e130-h200,PPPVVP,5,130,200,valid,1699,812,887,0,-15082.35,-8.88
PPPVVP-m5-e130-h250,PPPVVP,5,130,250,train,10110,5109,5001,0,-28630.36,-2.83
PPPVVP-m5-e130-h250,PPPVVP,5,130,250,valid,1699,812,887,0,-15082.35,-8.88
PPPVVP-m5-e130-h300,PPPVVP,5,130,300,train,10110,5109,5001,0,-28630.36,-2.83
PPPVVP-m5-e130-h300,PPPVVP,5,130,300,valid,1699,812,887,0,-15082.35,-8.88
PPPVVP-m5-e140-h200,PPPVVP,5,140,200,train,10110,5027,5083,0,-29798.67,-2.95
PPPVVP-m5-e140-h200,PPPVVP,5,140,200,valid,1699,801,898,0,-14788.39,-8.7
PPPVVP-m5-e140-h250,PPPVVP,5,140,250,train,10110,5027,5083,0,-29798.67,-2.95
PPPVVP-m5-e140-h250,PPPVVP,5,140,250,valid,1699,801,898,0,-14788.39,-8.7
PPPVVP-m5-e140-h300,PPPVVP,5,140,300,train,10110,5027,5083,0,-29798.67,-2.95
PPPVVP-m5-e140-h300,PPPVVP,5,140,300,valid,1699,801,898,0,-14788.39,-8.7
PPPVVP-m10-e120-h200,PPPVVP,10,120,200,train,7625,3967,3658,0,-12524.62,-1.64
PPPVVP-m10-e120-h200,PPPVVP,10,120,200,valid,1259,628,631,0,-9163.09,-7.28
PPPVVP-m10-e120-h250,PPPVVP,10,120,250,train,7625,3967,3658,0,-12524.62,-1.64
PPPVVP-m10-e120-h250,PPPVVP,10,120,250,valid,1259,628,631,0,-9163.09,-7.28
PPPVVP-m10-e120-h300,PPPVVP,10,120,300,train,7625,3967,3658,0,-12524.62,-1.64
PPPVVP-m10-e120-h300,PPPVVP,10,120,300,valid,1259,628,631,0,-9163.09,-7.28
PPPVVP-m10-e130-h200,PPPVVP,10,130,200,train,7625,3907,3718,0,-14285.8,-1.87
PPPVVP-m10-e130-h200,PPPVVP,10,130,200,valid,1259,620,639,0,-8916.88,-7.08
PPPVVP-m10-e130-h250,PPPVVP,10,130,250,train,7625,3907,3718,0,-14285.8,-1.87
PPPVVP-m10-e130-h250,PPPVVP,10,130,250,valid,1259,620,639,0,-8916.88,-7.08
PPPVVP-m10-e130-h300,PPPVVP,10,130,300,train,7625,3907,3718,0,-14285.8,-1.87
PPPVVP-m10-e130-h300,PPPVVP,10,130,300,valid,1259,620,639,0,-8916.88,-7.08
PPPVVP-m10-e140-h200,PPPVVP,10,140,200,train,7625,3845,3780,0,-16025.92,-2.1
PPPVVP-m10-e140-h200,PPPVVP,10,140,200,valid,1259,606,653,0,-10136.14,-8.05
PPPVVP-m10-e140-h250,PPPVVP,10,140,250,train,7625,3845,3780,0,-16025.92,-2.1
PPPVVP-m10-e140-h250,PPPVVP,10,140,250,valid,1259,606,653,0,-10136.14,-8.05
PPPVVP-m10-e140-h300,PPPVVP,10,140,300,train,7625,3845,3780,0,-16025.92,-2.1
PPPVVP-m10-e140-h300,PPPVVP,10,140,300,valid,1259,606,653,0,-10136.14,-8.05
PPPVVP-m15-e120-h200,PPPVVP,15,120,200,train,5453,2865,2588,0,-5232.15,-0.96
PPPVVP-m15-e120-h200,PPPVVP,15,120,200,valid,905,455,450,0,-6539.67,-7.23
PPPVVP-m15-e120-h250,PPPVVP,15,120,250,train,5453,2865,2588,0,-5232.15,-0.96
PPPVVP-m15-e120-h250,PPPVVP,15,120,250,valid,905,455,450,0,-6539.67,-7.23
PPPVVP-m15-e120-h300,PPPVVP,15,120,300,train,5453,2865,2588,0,-5232.15,-0.96
PPPVVP-m15-e120-h300,PPPVVP,15,120,300,valid,905,455,450,0,-6539.67,-7.23
PPPVVP-m15-e130-h200,PPPVVP,15,130,200,train,5453,2824,2629,0,-6797.55,-1.25
PPPVVP-m15-e130-h200,PPPVVP,15,130,200,valid,905,444,461,0,-7352.94,-8.12
PPPVVP-m15-e130-h250,PPPVVP,15,130,250,train,5453,2824,2629,0,-6797.55,-1.25
PPPVVP-m15-e130-h250,PPPVVP,15,130,250,valid,905,444,461,0,-7352.94,-8.12
PPPVVP-m15-e130-h300,PPPVVP,15,130,300,train,5453,2824,2629,0,-6797.55,-1.25
PPPVVP-m15-e130-h300,PPPVVP,15,130,300,valid,905,444,461,0,-7352.94,-8.12
PPPVVP-m15-e140-h200,PPPVVP,15,140,200,train,5453,2771,2682,0,-10422.04,-1.91
PPPVVP-m15-e140-h200,PPPVVP,15,140,200,valid,905,434,471,0,-8346.15,-9.22
PPPVVP-m15-e140-h250,PPPVVP,15,140,250,train,5453,2771,2682,0,-10422.04,-1.91
PPPVVP-m15-e140-h250,PPPVVP,15,140,250,valid,905,434,471,0,-8346.15,-9.22
PPPVVP-m15-e140-h300,PPPVVP,15,140,300,train,5453,2771,2682,0,-10422.04,-1.91
PPPVVP-m15-e140-h300,PPPVVP,15,140,300,valid,905,434,471,0,-8346.15,-9.22
PPPVVP-m20-e120-h200,PPPVVP,20,120,200,train,3925,2070,1855,0,-3209.18,-0.82
PPPVVP-m20-e120-h200,PPPVVP,20,120,200,valid,663,334,329,0,-5028.56,-7.58
PPPVVP-m20-e120-h250,PPPVVP,20,120,250,train,3925,2070,1855,0,-3209.18,-0.82
PPPVVP-m20-e120-h250,PPPVVP,20,120,250,valid,663,334,329,0,-5028.56,-7.58
PPPVVP-m20-e120-h300,PPPVVP,20,120,300,train,3925,2070,1855,0,-3209.18,-0.82
PPPVVP-m20-e120-h300,PPPVVP,20,120,300,valid,663,334,329,0,-5028.56,-7.58
PPPVVP-m20-e130-h200,PPPVVP,20,130,200,train,3925,2048,1877,0,-3600.64,-0.92
PPPVVP-m20-e130-h200,PPPVVP,20,130,200,valid,663,323,340,0,-6429.84,-9.7
PPPVVP-m20-e130-h250,PPPVVP,20,130,250,train,3925,2048,1877,0,-3600.64,-0.92
PPPVVP-m20-e130-h250,PPPVVP,20,130,250,valid,663,323,340,0,-6429.84,-9.7
PPPVVP-m20-e130-h300,PPPVVP,20,130,300,train,3925,2048,1877,0,-3600.64,-0.92
PPPVVP-m20-e130-h300,PPPVVP,20,130,300,valid,663,323,340,0,-6429.84,-9.7
PPPVVP-m20-e140-h200,PPPVVP,20,140,200,train,3925,2002,1923,0,-8011.84,-2.04
PPPVVP-m20-e140-h200,PPPVVP,20,140,200,valid,663,318,345,0,-6717.07,-10.13
PPPVVP-m20-e140-h250,PPPVVP,20,140,250,train,3925,2002,1923,0,-8011.84,-2.04
PPPVVP-m20-e140-h250,PPPVVP,20,140,250,valid,663,318,345,0,-6717.07,-10.13
PPPVVP-m20-e140-h300,PPPVVP,20,140,300,train,3925,2002,1923,0,-8011.84,-2.04
PPPVVP-m20-e140-h300,PPPVVP,20,140,300,valid,663,318,345,0,-6717.07,-10.13
PPPVVV-m5-e120-h200,PPPVVV,5,120,200,train,10110,4895,5215,0,-26490.25,-2.62
PPPVVV-m5-e120-h200,PPPVVV,5,120,200,valid,1699,773,926,0,-12977.76,-7.64
PPPVVV-m5-e120-h250,PPPVVV,5,120,250,train,10110,4895,5215,0,-26490.25,-2.62
PPPVVV-m5-e120-h250,PPPVVV,5,120,250,valid,1699,773,926,0,-12977.76,-7.64
PPPVVV-m5-e120-h300,PPPVVV,5,120,300,train,10110,4895,5215,0,-26490.25,-2.62
PPPVVV-m5-e120-h300,PPPVVV,5,120,300,valid,1699,773,926,0,-12977.76,-7.64
PPPVVV-m5-e130-h200,PPPVVV,5,130,200,train,10110,4811,5299,0,-33222.28,-3.29
PPPVVV-m5-e130-h200,PPPVVV,5,130,200,valid,1699,771,928,0,-11787.11,-6.94
PPPVVV-m5-e130-h250,PPPVVV,5,130,250,train,10110,4811,5299,0,-33222.28,-3.29
PPPVVV-m5-e130-h250,PPPVVV,5,130,250,valid,1699,771,928,0,-11787.11,-6.94
PPPVVV-m5-e130-h300,PPPVVV,5,130,300,train,10110,4811,5299,0,-33222.28,-3.29
PPPVVV-m5-e130-h300,PPPVVV,5,130,300,valid,1699,771,928,0,-11787.11,-6.94
PPPVVV-m5-e140-h200,PPPVVV,5,140,200,train,10110,4765,5345,0,-31745.9,-3.14
PPPVVV-m5-e140-h200,PPPVVV,5,140,200,valid,1699,759,940,0,-12457.48,-7.33
PPPVVV-m5-e140-h250,PPPVVV,5,140,250,train,10110,4765,5345,0,-31745.9,-3.14
PPPVVV-m5-e140-h250,PPPVVV,5,140,250,valid,1699,759,940,0,-12457.48,-7.33
PPPVVV-m5-e140-h300,PPPVVV,5,140,300,train,10110,4765,5345,0,-31745.9,-3.14
PPPVVV-m5-e140-h300,PPPVVV,5,140,300,valid,1699,759,940,0,-12457.48,-7.33
PPPVVV-m10-e120-h200,PPPVVV,10,120,200,train,7625,3707,3918,0,-17236.5,-2.26
PPPVVV-m10-e120-h200,PPPVVV,10,120,200,valid,1259,587,672,0,-7732.43,-6.14
PPPVVV-m10-e120-h250,PPPVVV,10,120,250,train,7625,3707,3918,0,-17236.5,-2.26
PPPVVV-m10-e120-h250,PPPVVV,10,120,250,valid,1259,587,672,0,-7732.43,-6.14
PPPVVV-m10-e120-h300,PPPVVV,10,120,300,train,7625,3707,3918,0,-17236.5,-2.26
PPPVVV-m10-e120-h300,PPPVVV,10,120,300,valid,1259,587,672,0,-7732.43,-6.14
PPPVVV-m10-e130-h200,PPPVVV,10,130,200,train,7625,3651,3974,0,-21541.81,-2.83
PPPVVV-m10-e130-h200,PPPVVV,10,130,200,valid,1259,587,672,0,-6463.58,-5.13
PPPVVV-m10-e130-h250,PPPVVV,10,130,250,train,7625,3651,3974,0,-21541.81,-2.83
PPPVVV-m10-e130-h250,PPPVVV,10,130,250,valid,1259,587,672,0,-6463.58,-5.13
PPPVVV-m10-e130-h300,PPPVVV,10,130,300,train,7625,3651,3974,0,-21541.81,-2.83
PPPVVV-m10-e130-h300,PPPVVV,10,130,300,valid,1259,587,672,0,-6463.58,-5.13
PPPVVV-m10-e140-h200,PPPVVV,10,140,200,train,7625,3613,4012,0,-21769.86,-2.86
PPPVVV-m10-e140-h200,PPPVVV,10,140,200,valid,1259,573,686,0,-8172.63,-6.49
PPPVVV-m10-e140-h250,PPPVVV,10,140,250,train,7625,3613,4012,0,-21769.86,-2.86
PPPVVV-m10-e140-h250,PPPVVV,10,140,250,valid,1259,573,686,0,-8172.63,-6.49
PPPVVV-m10-e140-h300,PPPVVV,10,140,300,train,7625,3613,4012,0,-21769.86,-2.86
PPPVVV-m10-e140-h300,PPPVVV,10,140,300,valid,1259,573,686,0,-8172.63,-6.49
PPPVVV-m15-e120-h200,PPPVVV,15,120,200,train,5453,2670,2783,0,-9290.44,-1.7
PPPVVV-m15-e120-h200,PPPVVV,15,120,200,valid,905,419,486,0,-5848.53,-6.46
PPPVVV-m15-e120-h250,PPPVVV,15,120,250,train,5453,2670,2783,0,-9290.44,-1.7
PPPVVV-m15-e120-h250,PPPVVV,15,120,250,valid,905,419,486,0,-5848.53,-6.46
PPPVVV-m15-e120-h300,PPPVVV,15,120,300,train,5453,2670,2783,0,-9290.44,-1.7
PPPVVV-m15-e120-h300,PPPVVV,15,120,300,valid,905,419,486,0,-5848.53,-6.46
PPPVVV-m15-e130-h200,PPPVVV,15,130,200,train,5453,2629,2824,0,-12904.45,-2.37
PPPVVV-m15-e130-h200,PPPVVV,15,130,200,valid,905,418,487,0,-5136.73,-5.68
PPPVVV-m15-e130-h250,PPPVVV,15,130,250,train,5453,2629,2824,0,-12904.45,-2.37
PPPVVV-m15-e130-h250,PPPVVV,15,130,250,valid,905,418,487,0,-5136.73,-5.68
PPPVVV-m15-e130-h300,PPPVVV,15,130,300,train,5453,2629,2824,0,-12904.45,-2.37
PPPVVV-m15-e130-h300,PPPVVV,15,130,300,valid,905,418,487,0,-5136.73,-5.68
PPPVVV-m15-e140-h200,PPPVVV,15,140,200,train,5453,2594,2859,0,-15345.08,-2.81
PPPVVV-m15-e140-h200,PPPVVV,15,140,200,valid,905,411,494,0,-5883.16,-6.5
PPPVVV-m15-e140-h250,PPPVVV,15,140,250,train,5453,2594,2859,0,-15345.08,-2.81
PPPVVV-m15-e140-h250,PPPVVV,15,140,250,valid,905,411,494,0,-5883.16,-6.5
PPPVVV-m15-e140-h300,PPPVVV,15,140,300,train,5453,2594,2859,0,-15345.08,-2.81
PPPVVV-m15-e140-h300,PPPVVV,15,140,300,valid,905,411,494,0,-5883.16,-6.5
PPPVVV-m20-e120-h200,PPPVVV,20,120,200,train,3925,1929,1996,0,-5511.88,-1.4
PPPVVV-m20-e120-h200,PPPVVV,20,120,200,valid,663,307,356,0,-4508.31,-6.8
PPPVVV-m20-e120-h250,PPPVVV,20,120,250,train,3925,1929,1996,0,-5511.88,-1.4
PPPVVV-m20-e120-h250,PPPVVV,20,120,250,valid,663,307,356,0,-4508.31,-6.8
PPPVVV-m20-e120-h300,PPPVVV,20,120,300,train,3925,1929,1996,0,-5511.88,-1.4
PPPVVV-m20-e120-h300,PPPVVV,20,120,300,valid,663,307,356,0,-4508.31,-6.8
PPPVVV-m20-e130-h200,PPPVVV,20,130,200,train,3925,1905,2020,0,-7545.94,-1.92
PPPVVV-m20-e130-h200,PPPVVV,20,130,200,valid,663,304,359,0,-4554.81,-6.87
PPPVVV-m20-e130-h250,PPPVVV,20,130,250,train,3925,1905,2020,0,-7545.94,-1.92
PPPVVV-m20-e130-h250,PPPVVV,20,130,250,valid,663,304,359,0,-4554.81,-6.87
PPPVVV-m20-e130-h300,PPPVVV,20,130,300,train,3925,1905,2020,0,-7545.94,-1.92
PPPVVV-m20-e130-h300,PPPVVV,20,130,300,valid,663,304,359,0,-4554.81,-6.87
PPPVVV-m20-e140-h200,PPPVVV,20,140,200,train,3925,1871,2054,0,-11113.42,-2.83
PPPVVV-m20-e140-h200,PPPVVV,20,140,200,valid,663,299,364,0,-5115.86,-7.72
PPPVVV-m20-e140-h250,PPPVVV,20,140,250,train,3925,1871,2054,0,-11113.42,-2.83
PPPVVV-m20-e140-h250,PPPVVV,20,140,250,valid,663,299,364,0,-5115.86,-7.72
PPPVVV-m20-e140-h300,PPPVVV,20,140,300,train,3925,1871,2054,0,-11113.42,-2.83
PPPVVV-m20-e140-h300,PPPVVV,20,140,300,valid,663,299,364,0,-5115.86,-7.72
PPVPPP-m5-e120-h200,PPVPPP,5,120,200,train,10110,5584,4526,0,-31433.33,-3.11
PPVPPP-m5-e120-h200,PPVPPP,5,120,200,valid,1699,968,731,0,-1449.38,-0.85
PPVPPP-m5-e120-h250,PPVPPP,5,120,250,train,10110,5584,4526,0,-31433.33,-3.11
PPVPPP-m5-e120-h250,PPVPPP,5,120,250,valid,1699,968,731,0,-1449.38,-0.85
PPVPPP-m5-e120-h300,PPVPPP,5,120,300,train,10110,5584,4526,0,-31433.33,-3.11
PPVPPP-m5-e120-h300,PPVPPP,5,120,300,valid,1699,968,731,0,-1449.38,-0.85
PPVPPP-m5-e130-h200,PPVPPP,5,130,200,train,10110,5477,4633,0,-31903.19,-3.16
PPVPPP-m5-e130-h200,PPVPPP,5,130,200,valid,1699,946,753,0,-2487.86,-1.46
PPVPPP-m5-e130-h250,PPVPPP,5,130,250,train,10110,5477,4633,0,-31903.19,-3.16
PPVPPP-m5-e130-h250,PPVPPP,5,130,250,valid,1699,946,753,0,-2487.86,-1.46
PPVPPP-m5-e130-h300,PPVPPP,5,130,300,train,10110,5477,4633,0,-31903.19,-3.16
PPVPPP-m5-e130-h300,PPVPPP,5,130,300,valid,1699,946,753,0,-2487.86,-1.46
PPVPPP-m5-e140-h200,PPVPPP,5,140,200,train,10110,5396,4714,0,-27302.41,-2.7
PPVPPP-m5-e140-h200,PPVPPP,5,140,200,valid,1699,925,774,0,-3297.44,-1.94
PPVPPP-m5-e140-h250,PPVPPP,5,140,250,train,10110,5396,4714,0,-27302.41,-2.7
PPVPPP-m5-e140-h250,PPVPPP,5,140,250,valid,1699,925,774,0,-3297.44,-1.94
PPVPPP-m5-e140-h300,PPVPPP,5,140,300,train,10110,5396,4714,0,-27302.41,-2.7
PPVPPP-m5-e140-h300,PPVPPP,5,140,300,valid,1699,925,774,0,-3297.44,-1.94
PPVPPP-m10-e120-h200,PPVPPP,10,120,200,train,7625,4239,3386,0,-26417.12,-3.46
PPVPPP-m10-e120-h200,PPVPPP,10,120,200,valid,1259,718,541,0,-1412.8,-1.12
